Container Description,Container Type,Genres,Artists,Play Count,Duration_Hours
Jeune Morty - ILUVMORTY (DELUXE),ALBUM,"Hip Hop/Rap, Music",Jeune Morty,1,0.019613333333333333
Jeune Morty - ILUVMORTY (DELUXE),ALBUM,"Hip Hop/Rap, Music",Jeune Morty,1,0.009616666666666667
Jeune Morty - ILUVMORTY (DELUXE),ALBUM,"Hip Hop/Rap, Music",Jeune Morty,2,0.04028583333333333
Jeune Morty - ILUVMORTY (DELUXE),ALBUM,"Hip Hop/Rap, Music",Jeune Morty,1,0.01485138888888889
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music","Mellow Rackz, Playboi Carti, YoungBoy Never Broke Again",5,0.17949777777777778
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music","Mellow Rackz, YoungBoy Never Broke Again",2,0.07101388888888889
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,4,0.13211666666666666
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,3,0.11609888888888889
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.019503055555555555
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.011323055555555555
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.046532222222222225
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.014505555555555556
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.045434722222222224
YoungBoy Never Broke Again - MASA,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.04638888888888889
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,4,0.2030325
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.010445555555555555
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.03750027777777778
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.05880861111111111
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,2,0.07473666666666667
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.010050833333333333
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,2,0.07738166666666667
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.05969805555555555
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,3,0.10351361111111111
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.02355111111111111
Cris Cab - Rise - EP,ALBUM,"Music, Pop, Reggae, Rock",Cris Cab,1,0.02200861111111111
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,2,0.08133416666666667
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,3,0.16584972222222222
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,4,0.17305527777777777
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,2,0.09776472222222223
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,1,0.04383083333333333
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,1,0.058022222222222225
NAV - OMW2 REXDALE,ALBUM,"Hip Hop/Rap, Music",NAV,1,0.058022222222222225
Tory Lanez - I Told You (Deluxe Edition),ALBUM,"Music, R&B/Soul",Tory Lanez,5,0.3401863888888889
Tory Lanez - I Told You (Deluxe Edition),ALBUM,"Music, R&B/Soul",Tory Lanez,5,0.32413722222222224
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",8,0.31844666666666666
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",2,0.05592916666666667
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",1,0.019795
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",2,0.08002833333333334
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",3,0.13014638888888888
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",1,0.022495277777777777
KOJO BLAK - 131 (EP),ALBUM,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",1,0.03341527777777778
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.0331
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.017640833333333335
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.0432925
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.067315
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.04554305555555556
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.05649166666666667
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.01548
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.10298305555555555
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.042153333333333334
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.03192388888888889
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.030691944444444445
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.07596861111111111
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.04996916666666667
fakemink - London's Saviour,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.043040833333333334
Lil Durk - Deep Thoughts,ALBUM,"Hip Hop/Rap, Music, Rap",Lil Durk,2,0.029459722222222224
Lil Durk - Deep Thoughts,ALBUM,"Hip Hop/Rap, Music, Rap",Lil Durk,1,0.039565833333333335
Lil Durk - Deep Thoughts,ALBUM,"Hip Hop/Rap, Music, Rap",Lil Durk,2,0.03088611111111111
Lil Durk - Deep Thoughts,ALBUM,"Hip Hop/Rap, Music, Rap",Lil Durk,5,0.35331083333333335
Lil Durk - Deep Thoughts,ALBUM,"Hip Hop/Rap, Music, Rap",Lil Durk,4,0.18463805555555557
Lil Durk - Deep Thoughts,ALBUM,"Hip Hop/Rap, Music, Rap",Lil Durk,1,0.014289444444444445
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,6,0.17700583333333333
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,4,0.14573777777777777
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,2,0.06653805555555556
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,2,0.09649972222222222
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,1,0.010575555555555555
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,2,0.07650388888888889
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,1,0.011181944444444444
Tems - Love Is A Kingdom,ALBUM,"African, Afrobeats, Music",Tems,3,0.06322972222222223
"Dabin, Said The Sky & Clara Mae - In the End - Single",ALBUM,"Dance, Dubstep, Electronic, Music","Clara Mae, Dabin, Said The Sky",1,0.05685166666666667
"Dabin, Said The Sky & Clara Mae - In the End - Single",ALBUM,"Dance, Dubstep, Electronic, Music","Clara Mae, Dabin, Said The Sky",8,0.38732666666666665
"Dabin, Said The Sky & Clara Mae - In the End - Single",ALBUM,"Dance, Dubstep, Electronic, Music","Clara Mae, Dabin, Said The Sky",3,0.04091305555555556
"Dabin, Said The Sky & Clara Mae - In the End - Single",ALBUM,"Dance, Dubstep, Electronic, Music","Clara Mae, Dabin, Said The Sky",1,0.054934722222222225
"Dabin, Said The Sky & Clara Mae - In the End - Single",ALBUM,"Dance, Dubstep, Electronic, Music","Clara Mae, Dabin, Said The Sky",1,0.05214833333333333
"Dabin, Said The Sky & Clara Mae - In the End - Single",ALBUM,"Dance, Dubstep, Electronic, Music","Clara Mae, Dabin, Said The Sky",1,0.052846111111111115
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.029248055555555555
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.03669111111111111
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.06911805555555556
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.035229722222222225
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.022611944444444445
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.026869722222222222
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.07425638888888889
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.013613611111111111
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.11783444444444445
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.034651666666666664
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.035229722222222225
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.031911666666666665
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.035229722222222225
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.044589166666666666
fakemink - Furever - EP,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.035229722222222225
Favorite Songs,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afrobeats, Music, Pop, Reggae, Rock","Cris Cab, Skeeny, Tems",3,0.08958583333333334
Favorite Songs,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afro-fusion, Afrobeats, Amapiano, Bollywood, Dance, Dirty South, Hardcore Rap, Hip Hop/Rap, Indian, Indian Pop, Music, Pop, R&B/Soul, Rap, Reggae, Rock, Soundtrack, World","Bryson Tiller, Burna Boy, Cris Cab, Dave, Deno, Gazo, Hansika Pareek, KOJO BLAK, Kanishk Seth, Kavita Seth, Kelvyn Boy, Kojo Funds, L2B, LIVVIA, Master KG, MØ, Omah Lay, Preetinder, Rajat Nagpal, Rim'K, Ritviz, Sachin-Jigar, Skread, Som, Tems, Tiakola, Tory Lanez, Vishal Mishra, Wanitwa Mos, Yo Gotti, Young Jonn, fakemink",25,0.5401238888888888
J Hus - Daily Duppy (feat. GRM Daily) - Single,ALBUM,"Hip Hop/Rap, Music",J Hus,4,0.33588055555555557
J Hus - Daily Duppy (feat. GRM Daily) - Single,ALBUM,"Hip Hop/Rap, Music",J Hus,2,0.15221777777777779
J Hus - Daily Duppy (feat. GRM Daily) - Single,ALBUM,"Hip Hop/Rap, Music",J Hus,1,0.014867222222222223
J Hus - Daily Duppy (feat. GRM Daily) - Single,ALBUM,"Hip Hop/Rap, Music",J Hus,1,0.07627111111111111
J Hus - Daily Duppy (feat. GRM Daily) - Single,ALBUM,"Hip Hop/Rap, Music",J Hus,3,0.05006138888888889
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.05832416666666667
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",4,0.1386477777777778
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",2,0.027861666666666667
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.012675
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.05064027777777778
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.0307325
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.05229527777777778
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.011153055555555555
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",1,0.05236333333333333
J Hus & Asake - Gold - Single,ALBUM,"Hip Hop/Rap, Music","Asake, J Hus",4,0.19060666666666667
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",3,0.15943805555555557
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",4,0.19606166666666666
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",2,0.08214305555555555
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",1,0.05717611111111111
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",1,0.026466944444444446
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",1,0.03573111111111111
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",1,0.008798888888888889
"Naira Marley, Zinoleesky & Vusic - Kowope - Single",ALBUM,"African, Afrobeats, Music","Naira Marley, Vusic, Zinoleesky",2,0.04058388888888889
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",6,0.20203944444444444
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",2,0.024333888888888888
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",4,0.09828694444444444
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",1,0.034521944444444445
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",1,0.05145611111111111
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",1,0.05555638888888889
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",1,0.053532777777777776
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",1,0.02694861111111111
Strandz & Teejay - Rebel - Single,ALBUM,"Hip Hop/Rap, Music","Strandz, Teejay",1,0.05555638888888889
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.04822833333333333
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.02005611111111111
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,2,0.07070972222222222
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,2,0.05391777777777778
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.01693916666666667
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.03670388888888889
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.04805555555555555
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.03403111111111111
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.04822055555555556
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,2,0.10914777777777777
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.01153361111111111
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.04822833333333333
Deno - Semira (Habesha Girl) - Single,ALBUM,"African, Afro-Pop, Music, R&B/Soul",Deno,1,0.04822833333333333
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,2,0.08199055555555555
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,6,0.1503988888888889
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,4,0.101545
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,3,0.06014611111111111
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,3,0.04723416666666667
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,1,0.009900555555555555
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,1,0.03486555555555555
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,1,0.0299825
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,1,0.02084972222222222
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,2,0.04640388888888889
WHATMORE - WHATMORE,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",WHATMORE,1,0.009525
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.048939166666666666
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,2,0.09085777777777777
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.015848333333333332
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,2,0.058166388888888886
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,2,0.07701277777777778
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.0253
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.011937222222222222
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.05022833333333333
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.017518333333333334
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.011776666666666666
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.04888888888888889
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.023115
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.0248775
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.014535555555555555
Burna Boy - No Sign of Weakness,ALBUM,"African, Afro-fusion, Music",Burna Boy,1,0.06901083333333333
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",1,0.03972222222222222
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",5,0.18817194444444443
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",1,0.03858416666666667
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",2,0.039877222222222224
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",3,0.08693666666666666
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",1,0.0760125
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",1,0.03578833333333333
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",1,0.03988222222222222
Asake & Tiakola - BADMAN GANGSTA - Single,ALBUM,"African, Afro-Pop, Afrobeats, Music","Asake, Tiakola",1,0.03972222222222222
,PLAYLIST,"Hip Hop/Rap, Music, Rap","4Keus, 4Keus Gang, Blade Brown, Caps, Fimiguerrero, Hardy Caprio, Keeqaid, NSG, Oskoow, Tiggs Da Author, Tion Wayne",8,0.136075
,PLAYLIST,"African, Afro-Pop, Bollywood, Hip Hop/Rap, Indian, Music, Soundtrack","Irshad Kamil, Parampara Thakur, Pheelz, Rsko, Sachet Tandon",3,0.04694472222222222
,PLAYLIST,"Indian, Indian Pop, Music",Anubha Bajaj,1,0.019808333333333334
,PLAYLIST,"Bollywood, Indian, Music, Soundtrack","Lisa Mishra, QARAN",1,0.032058611111111114
,PLAYLIST,"African, Afro-Beat, Music, Pop",1da Banton,1,0.05225944444444444
,PLAYLIST,"Bollywood, Dance, Electronic, Hip Hop/Rap, Indian, Music, Pop, Soundtrack, World","Baxter Dury, Fred again.., Hardy Caprio, Irshad Kamil, Korede Bello, Maninder Buttar, Parampara Thakur, Pritam, Sachet Tandon, Shilpa Rao, Sreeram, Tion Wayne, Zara Khan",6,0.18091277777777778
,PLAYLIST,"African, Afro-Beat, Afro-Pop, Dance, Electronic, Music","Baxter Dury, Fred again.., Pheelz, Skeeny",3,0.10924055555555555
J Hus - Half Clip - Single,ALBUM,"Hip Hop/Rap, Music","J Hus, Seyi Vibez, Skepta",5,0.21209694444444444
J Hus - Half Clip - Single,ALBUM,"Hip Hop/Rap, Music","J Hus, Skepta",2,0.05518777777777778
J Hus - Half Clip - Single,ALBUM,"Hip Hop/Rap, Music","J Hus, Skepta",4,0.12202944444444444
J Hus - Half Clip - Single,ALBUM,"Hip Hop/Rap, Music","J Hus, Skepta",4,0.13462805555555554
J Hus - Half Clip - Single,ALBUM,"Hip Hop/Rap, Music","J Hus, Skepta",2,0.0405525
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,6,0.16697666666666666
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.06362416666666666
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,5,0.07768944444444445
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.02387777777777778
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.023833333333333335
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.02387777777777778
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.061649166666666665
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.02387777777777778
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.04263
fakemink - Not Today - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,3,0.05625611111111111
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,4,0.14345416666666666
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,4,0.13236194444444443
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,2,0.048405833333333335
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,2,0.04969222222222222
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,1,0.01886611111111111
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,2,0.07315305555555555
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,2,0.06806722222222222
cityboymoe - just grey - Single,ALBUM,"Music, Pop, R&B/Soul",cityboymoe,1,0.014983888888888889
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,5,0.17756444444444444
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,3,0.07201583333333333
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.01489861111111111
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.021306111111111112
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.009057222222222222
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.00936638888888889
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,2,0.04438638888888889
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.03062
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,4,0.1264252777777778
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.01884111111111111
sixzino - Die Young,ALBUM,"Alternative, Hip Hop/Rap, Music",sixzino,1,0.009462777777777778
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",3,0.07344666666666666
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",3,0.11882194444444444
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.013106944444444444
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.015237222222222221
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.01076
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.0091475
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",2,0.060045
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.016654722222222224
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.020678055555555557
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.04520472222222222
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",1,0.04434194444444445
Skepta & Fred again.. - Skepta .. Fred - EP,ALBUM,"Hip Hop/Rap, Music","Fred again.., Skepta",2,0.10044138888888889
N4T - GHANAMUSTGO,ALBUM,"African, Afro-Beat, Hip Hop/Rap, Music",N4T,3,0.06629194444444445
N4T - GHANAMUSTGO,ALBUM,"African, Afro-Beat, Hip Hop/Rap, Music",N4T,2,0.06285777777777778
N4T - GHANAMUSTGO,ALBUM,"African, Afro-Beat, Hip Hop/Rap, Music",N4T,1,0.03271527777777778
