Container Description,Container Type,Genres,Artists,Play Count,Duration_Hours
Type,PLAYLIST,"Hip Hop/Rap, Music",Tiakola,1,0.04096888888888889
Type,PLAYLIST,"Hip Hop/Rap, Music","Hardy Caprio, SL",1,0.00904388888888889
Type,PLAYLIST,"African, Afrobeats, Music, World","6LACK, Manny Norté, Nasboi, Rema, Tion Wayne, Young Jonn",3,0.045795833333333334
Type,PLAYLIST,"Hip Hop/Rap, Latin, Latin Rap, Latin Urban, Music, R&B/Soul","Beny Jr, Morad, Nippa, Unknown T",3,0.12910833333333332
Type,PLAYLIST,"Electronic, Hip Hop/Rap, Hip-Hop, Latin, Latin Urban, Music","Anuel AA, Ghali, God Colony, J Balvin, KAROL G, pH-1",4,0.05291833333333333
Type,PLAYLIST,"African, Afrobeats, Hip Hop/Rap, Hip-Hop, Latin, Latin Urban, Music, R&B/Soul, Rap, Reggae","5STAR, Fimiguerrero, Fireboy DML, KLN, Ken Carson, Khaid, Lancey Foux, Len, Myke Towers, NSG, Original Koffee, Plaqueboymax, Playboi Carti, Rod Wave, Take A Daytrip, Tems, Tiakola, Travis Scott, V.I.C, YT, ewshem, mist, sixzino",21,0.9869091666666666
Summer 2025,PLAYLIST,"Adult Alternative, African, Afro-Beat, Afro-Pop, Afrobeats, Alternative, Bollywood, Dance, Electronic, Electronica, Hip Hop/Rap, Hip-Hop, Indian, Music, Pop, Pop/Rock, R&B/Soul, Rock, Soundtrack, Teen Pop, World","Amanda Reifer, Arijit Singh, Bastille, Blxst, Coi Leray, Deno, Dj Consequence, FMLYBND, First Aid Kit, Grey, Hailee Steinfeld, Hansika Pareek, Hippo Campus, J. Cole, JAŸ-Z, KAWALA, KOJO BLAK, Kanye West, Kelvyn Boy, Kendrick Lamar, Lil Durk, Lil Uzi Vert, Mabel, Maren Morris, Metro Boomin, Niall Horan, Nikhita Gandhi, Not3s, One Direction, PARTYNEXTDOOR, Peruzzi, Pop Money, ROLE MODEL, ROSÉ, Rod Wave, Sachin-Jigar, Skylar Grey, Snakehips, Som, Stormzy, Tinashe, Tobii, Tory Lanez, V.I.C, Vishal Mishra, Yxng Bane",51,2.2406805555555556
Summer 2025,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Bollywood, Children's Music, Dance, Electronic, Electronica, Hip Hop/Rap, Hip-Hop, Indian, Music, Musicals, Pop, R&B/Soul, Rock, Soundtrack, World","Amanda Reifer, Arijit Singh, Avicii, Blxst, Bryson Tiller, Cheat Codes, Dante Klein, Dj Consequence, Grey, Hailee Steinfeld, Hansika Pareek, Hippo Campus, J. Cole, Jeremih, KAWALA, KOJO BLAK, Kelvyn Boy, Kendrick Lamar, Kid Ink, Krept & Konan, LANY, Lil Uzi Vert, Maren Morris, MØ, Niall Horan, Nicky Romero, Nikhita Gandhi, Peruzzi, Rema, Rod Wave, Sachin-Jigar, Snakehips, Som, Tinashe, V.I.C, Vishal Mishra, Yxng Bane, ZAYN, Zhavia, kwes e",43,1.6277922222222223
Summer 2025,PLAYLIST,"African, Afrobeats, Bollywood, Indian, Music, Soundtrack","Hansika Pareek, Mayorkun, Sachin-Jigar, Som, Vishal Mishra",3,0.04677916666666666
Summer 2025,PLAYLIST,"Music, Pop",ROSÉ,1,0.012128333333333333
Summer 2025,PLAYLIST,"African, Afrobeats, Hip Hop/Rap, Music, R&B/Soul","Jeremih, Rema, Stormzy, V.I.C",5,0.16120277777777778
Summer 2025,PLAYLIST,"African, Afro-Beat, Alternative, Dance, Electronic, Hip Hop/Rap, Music, Pop, R&B/Soul, Rock, World","Avicii, Diplo, Dj Consequence, Hippo Campus, KOJO BLAK, Kelvyn Boy, Kid Ink, Nicky Romero, ROSÉ, Starrah",7,0.16014416666666667
Summer 2025,PLAYLIST,"African, Afro-Beat, Dance, Music, R&B/Soul","Dragonette, KOJO BLAK, Kelvyn Boy, The Knocks, Tobii",3,0.07770111111111111
Summer 2025,PLAYLIST,"African, Afro-Beat, Afrobeats, Music, World","Dj Consequence, Rema",2,0.021400833333333334
Summer 2025,PLAYLIST,"Dance, Hip Hop/Rap, Music","Cheat Codes, Dante Klein, kwes e",2,0.024515277777777778
Summer 2025,PLAYLIST,"African, Afro-Beat, Hip Hop/Rap, K-Pop, Music, Pop","KOJO BLAK, Kelvyn Boy, Mabel, Not3s, ROSÉ, cosmosy",4,0.10948944444444444
Summer 2025,PLAYLIST,"Adult Alternative, African, Afro-Beat, Alternative, Dance, Electronic, Hip Hop/Rap, Hip-Hop, Music, R&B/Soul, Rock, World","Avicii, Dj Consequence, First Aid Kit, Hippo Campus, JAŸ-Z, Jeremih, KAWALA, Kah-Lo, Kanye West, Krept & Konan, Lil Uzi Vert, Nicky Romero, The Knocks",10,0.3536608333333333
Summer 2025,PLAYLIST,"Bollywood, Indian, Music, Pop, Soundtrack","Hansika Pareek, ROSÉ, Sachin-Jigar, Som, Vishal Mishra",2,0.05592805555555556
Summer 2025,PLAYLIST,"Alternative, Bollywood, Dance, Hip Hop/Rap, Indian, K-Pop, Music, Pop, Soundtrack","Hansika Pareek, J. Cole, JAŸ-Z, KAWALA, Kanye West, Pop Money, Sachin-Jigar, Som, Vishal Mishra, cosmosy, kwes e",7,0.3173052777777778
Summer 2025,PLAYLIST,"Adult Alternative, African, Afro-Beat, Afrobeats, Alternative, Dance, Hip Hop/Rap, K-Pop, Music, Pop, R&B/Soul, Rock, World","Bastille, Dj Consequence, First Aid Kit, J. Cole, Kid Ink, Mayorkun, PARTYNEXTDOOR, ROSÉ, cosmosy, kwes e",12,0.2721486111111111
Summer 2025,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Dance, Electronic, Hip Hop/Rap, Music, Pop, Rock, World","Avicii, Ayo Maff, Dj Consequence, Hippo Campus, J. Cole, KAWALA, LANY, Lil Durk, Nicky Romero, Peruzzi",11,0.345975
Summer 2025,PLAYLIST,"African, Afrobeats, Hip Hop/Rap, Hip-Hop, K-Pop, Music, Pop","Ayo Maff, Kid Ink, Lil Uzi Vert, Mayorkun, cosmosy",5,0.09149305555555555
Summer 2025,PLAYLIST,"African, Afrobeats, Alternative, Hip Hop/Rap, Music","Bastille, Lil Durk, Mayorkun, Peruzzi",4,0.07719638888888888
Summer 2025,PLAYLIST,"African, Afro-Beat, Afrobeats, Bollywood, Hip Hop/Rap, Indian, K-Pop, Music, Pop, Soundtrack","Hansika Pareek, J. Cole, KOJO BLAK, Kelvyn Boy, Mabel, Mayorkun, Not3s, Peruzzi, ROSÉ, Rod Wave, Sachin-Jigar, Som, Vishal Mishra, cosmosy",10,0.16860416666666667
Summer 2025,PLAYLIST,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",1,0.008953333333333334
Summer 2025,PLAYLIST,"African, Afro-Beat, Afro-Pop, Hip Hop/Rap, Music, R&B/Soul","Deno, KOJO BLAK, Kelvyn Boy, Mabel, Not3s",3,0.10893944444444445
Summer 2025,PLAYLIST,"African, Afro-Beat, Afrobeats, Bollywood, Hip Hop/Rap, Indian, Music, Pop, World","Amanda Reifer, Arijit Singh, Blxst, Dj Consequence, Kendrick Lamar, MØ, Nikhita Gandhi, Peruzzi, ROLE MODEL, Rod Wave, Yxng Bane",11,0.4243675
Summer 2025,PLAYLIST,"Adult Alternative, African, Afro-Beat, Afrobeats, Alternative, Electronic, Hip Hop/Rap, Hip-Hop, Music, R&B/Soul, Rock, World","Ayo Maff, Dj Consequence, First Aid Kit, Hippo Campus, Kah-Lo, Kid Ink, Lil Uzi Vert, Mayorkun, Peruzzi, Rod Wave, The Knocks, Tinashe, V.I.C",13,0.4089777777777778
Summer 2025,PLAYLIST,"African, Afro-Pop, Afrobeats, Alternative, Bollywood, Dance, Hip Hop/Rap, Indian, K-Pop, Music, Pop, R&B/Soul, Soundtrack","Ayo Maff, Bastille, Cheat Codes, Dante Klein, Deno, Hansika Pareek, J. Cole, Mabel, Mayorkun, Not3s, One Direction, Sachin-Jigar, Som, V.I.C, Vishal Mishra, cosmosy",13,0.4139036111111111
Summer 2025,PLAYLIST,"Adult Alternative, African, Afro-Beat, Afrobeats, Alternative, Dance, Electronic, Electronica, Hip Hop/Rap, Music, Pop, R&B/Soul, Rock, World","Ayo Maff, Bryson Tiller, Cheat Codes, Dante Klein, Diplo, Dj Consequence, Dragonette, First Aid Kit, Grey, Hailee Steinfeld, J. Cole, Jeremih, Mayorkun, Peruzzi, ROSÉ, Rema, Rod Wave, Snakehips, Starrah, Stormzy, The Knocks, Tinashe, Tobii, V.I.C, Yxng Bane",30,1.0245927777777777
Summer 2025,PLAYLIST,"Music, Pop",ZAYN,1,0.008913333333333334
Summer 2025,PLAYLIST,"Adult Alternative, African, Afrobeats, Alternative, Bollywood, Dance, Hip Hop/Rap, Indian, Music, Pop, Pop/Rock, R&B/Soul, Rock, Soundtrack, Teen Pop, World","Ayo Maff, Bryson Tiller, Cheat Codes, Dante Klein, First Aid Kit, Grey, Hailee Steinfeld, Hansika Pareek, JAŸ-Z, Jeremih, KAWALA, Kanye West, LANY, Lil Durk, Mabel, MØ, Not3s, One Direction, Peruzzi, ROLE MODEL, Rema, Sachin-Jigar, Som, Vishal Mishra, ZAYN",20,0.6357091666666667
Summer 2025,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Hip Hop/Rap, Music, Rock","Ayo Maff, Hippo Campus, KOJO BLAK, Kelvyn Boy, Rod Wave",4,0.14367888888888888
Summer 2025,PLAYLIST,"African, Afrobeats, Bollywood, Hip Hop/Rap, Hip-Hop, Indian, Music, Soundtrack","Ayo Maff, Hansika Pareek, Lil Uzi Vert, Sachin-Jigar, Som, Vishal Mishra",3,0.06547
Summer 2025,PLAYLIST,"African, Afro-Beat, Alternative, Contemporary R&B, Dance, Electronic, Electronica, Hip Hop/Rap, Music, Pop, R&B/Soul, Rap, Rock, World","Avicii, Dj Consequence, Dragonette, J. Cole, Jason Derulo, KAWALA, Kid Ink, Nicky Romero, Snakehips, The Knocks, Tobii",10,0.43935
Summer 2025,PLAYLIST,"African, Afro-Beat, Hip Hop/Rap, Music, Pop, World","Dj Consequence, MØ, Rod Wave",3,0.04503472222222222
Summer 2025,PLAYLIST,"African, Afro-Beat, Music, World",Dj Consequence,1,0.01572888888888889
Summer 2025,PLAYLIST,"African, Afro-Beat, Music","KOJO BLAK, Kelvyn Boy",1,0.024410833333333333
,PLAYLIST,"Hip Hop/Rap, Music, Rap",Pozer,1,0.07852777777777778
,PLAYLIST,"K-Pop, Music, Pop",WOOAH,1,0.009333611111111112
,PLAYLIST,"African, Afrobeats, Bollywood, Dance, Hip Hop/Rap, Indian, K-Pop, Music, Pop, Punjabi, Punjabi Pop, Regional Indian, Soundtrack","A. R. Rahman, Arijit Singh, Cherry Bullet, DreamNote, IZ*ONE, JO YURI, Javed Ali, Kanishk Seth, Kavita Seth, Neha Kakkar, Parmish Verma, Playboi Carti, Pritam, ROLE MODEL, SUNMI, Tate McRae, Tiakola, Wizkid, Young Jonn",17,0.5512602777777778
,PLAYLIST,"African, Afrobeats, Bollywood, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Music, Pop, R&B/Soul, Rap, Soundtrack","Arijit Singh, Dev Negi, Fimiguerrero, Genezio, Harshdeep Kaur, Koba LaD, L2B, LANY, NewJeans, Pritam, Prototype, Seepi Jha, Shilpa Rao, Sreeram, The Weeknd, Tiakola, WOOAH, YT, Young Jonn",11,0.24682555555555555
,PLAYLIST,"Bollywood, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Music, Pop, R&B/Soul, Soundtrack","Aditi Singh Sharma, Arijit Singh, BINI, Genezio, Hansika Pareek, IVE, LANY, Liim's, Nikhita Gandhi, Prototype, SDM, Sachin-Jigar, Som, Tate McRae, The Weeknd, Tiakola, Vishal Mishra, Vivek - Mervin, WOOAH",12,0.2819966666666667
,PLAYLIST,"African, Afrobeats, Bollywood, Indian, Music, Soundtrack","Arijit Singh, Ayo Maff, Pritam, Shoday, Young Jonn",3,0.07794694444444444
,PLAYLIST,"Bollywood, Indian, Music, Soundtrack","Arijit Singh, Harshdeep, Pritam",1,0.028726388888888888
,PLAYLIST,"African, Afrobeats, Bollywood, Hip Hop/Rap, Indian, Latin, Music, Pop, Rap, Soundtrack","Arijit Singh, Asake, Ayo Maff, Bad Bunny, Benji Blue Bills, Fimiguerrero, Harshdeep Kaur, Kanishk Seth, Kavita Seth, Ken Carson, Koba LaD, L2B, LANY, Lancey Foux, Len, Liim's, Nikhita Gandhi, Pa Salieu, Playboi Carti, Pozer, ROLE MODEL, SDM, Shoday, Tiakola, YT, Young Jonn",23,0.7212813888888889
,PLAYLIST,"Bollywood, Indian, K-Pop, Music, Pop, Soundtrack","Arijit Singh, Harshdeep Kaur, JO YURI",2,0.05522083333333333
,PLAYLIST,"Bollywood, Dance, Hip Hop/Rap, Indian, Music, Pop, Punjabi, Punjabi Pop, Regional Indian","Arijit Singh, Harshdeep Kaur, Hasan Raheem, Ken Carson, LANY, Neha Kakkar, Parmish Verma",5,0.09021416666666666
,PLAYLIST,"African, Afrobeats, Hip Hop/Rap, Music, Pop","AP Dhillon, Ayo Maff, Grey, Hailee Steinfeld, Playboi Carti, Shoday, Tiakola",7,0.16415972222222222
,PLAYLIST,"African, Afrobeats, Hip Hop/Rap, Music","Fireboy DML, Genezio, Liim's, Prototype, SDM, Take A Daytrip, Tiakola",3,0.12826666666666667
,PLAYLIST,"African, Afrobeats, Music","Asake, Ayo Maff, Shoday",2,0.022256944444444444
,PLAYLIST,"Bollywood, Indian, Music, Soundtrack","Hansika Pareek, Sachin-Jigar, Som, Vishal Mishra",1,0.031836944444444445
,PLAYLIST,"African, Afrobeats, Bollywood, Hip Hop/Rap, Indian, Music, Rap","Amitabh Bhattacharya, Arijit Singh, Bella Shmurda, Benji Blue Bills, Dangbana Republik, Harshdeep Kaur, Playboi Carti, Pozer, Sachin-Jigar",6,0.12984277777777778
,PLAYLIST,"Bollywood, Indian, Music, Soundtrack","Hansika Pareek, Sachin-Jigar, Som, Vishal Mishra",1,0.06612527777777778
,PLAYLIST,"Hip Hop/Rap, Music, Rap","Fimiguerrero, Rod Wave, YT",2,0.019705833333333332
,PLAYLIST,"African, Afrobeats, France, Hip Hop/Rap, Music, Rap, World","Fimiguerrero, Lancey Foux, Len, Ninho, Olamide, YT, Young Jonn",6,0.13622472222222223
,PLAYLIST,"African, Afrobeats, Music","Ayo Maff, Fireboy DML, Shoday, Take A Daytrip",2,0.10962972222222223
,PLAYLIST,"African, Afrobeats, Bollywood, Dance, Electronic, Hip Hop/Rap, Hip-Hop, Indian, K-Pop, Music, Pop, Rap, Soundtrack, World","Arijit Singh, BINI, Cherry Bullet, EVAN GIIA, Hansika Pareek, ILLIT, IVE, IZ*ONE, JO YURI, Kep1er, Korede Bello, MEMBA, Nikhita Gandhi, Playboi Carti, Pozer, ROLE MODEL, ROSÉ, Rema, Sachin-Jigar, Som, Vishal Mishra, WOOAH, Wizkid, fromis_9, pH-1",21,0.43402444444444443
,PLAYLIST,"African, Afrobeats, Anime, Hip Hop/Rap, Music, Rap","Fimiguerrero, Galileo Galilei, Tiakola, YT, Young Jonn",5,0.12602333333333332
,PLAYLIST,"Bollywood, Indian, Music","Arijit Singh, Harshdeep Kaur",1,0.010628611111111111
,PLAYLIST,"African, Afrobeats, Electronic, Music, World","EVAN GIIA, Korede Bello, MEMBA, Young Jonn",3,0.06243083333333333
,PLAYLIST,"France, Hip Hop/Rap, Music, World","Genezio, Ninho, Prototype, Tiakola",2,0.04773722222222222
,PLAYLIST,"African, Afrobeats, Hip Hop/Rap, Latin, Latin Rap, Latin Urban, Music","Bella Shmurda, Beny Jr, Dangbana Republik, Morad, Pa Salieu, Wizkid",4,0.1377663888888889
,PLAYLIST,"Hip Hop/Rap, Music","Fimiguerrero, Lancey Foux, Len",1,0.015807777777777778
,PLAYLIST,"Hip Hop/Rap, Music",4Keus,1,0.011899444444444445
,PLAYLIST,"African, Afrobeats, Music",Ayo Maff,1,0.03559333333333333
,PLAYLIST,"Bollywood, Indian, Music","Arijit Singh, Nikhita Gandhi",1,0.018163055555555557
,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afro-fusion, Afrobeats, France, Hip Hop/Rap, Music, Pop, World","4Keus, Asake, Burna Boy, Fireboy DML, L2B, Ninho, ROSÉ, Rim'K, Skeeny, Skinz, Take A Daytrip, Tiakola, Wizkid, Young Jonn",13,0.27702027777777777
,PLAYLIST,"African, Afro-Pop, Afrobeats, Bollywood, France, Hip Hop/Rap, Indian, Music, Soundtrack, World","Amitabh Bhattacharya, Arijit Singh, Asake, Fireboy DML, Hansika Pareek, Ninho, Sachin-Jigar, Som, Take A Daytrip, Tiakola, Vishal Mishra",5,0.10362166666666667
,PLAYLIST,"African, Afrobeats, Bollywood, Hip Hop/Rap, Indian, Music","Arijit Singh, Ayo Maff, Fireboy DML, Harshdeep Kaur, Playboi Carti, Take A Daytrip, Young Jonn",5,0.09100472222222222
,PLAYLIST,"Adult Alternative, African, Afro-Pop, Afrobeats, Alternative, Bollywood, Dance, Electronic, Hip Hop/Rap, Indian, K-Pop, Latin, Latin Rap, Latin Urban, Music, Pop, R&B/Soul, Rap, Rock, Soundtrack","Arijit Singh, Ayo Maff, BINI, Bella Shmurda, Beny Jr, Burna Boy, Cherry Bullet, Dangbana Republik, Davido, Deno, Fireboy DML, First Aid Kit, Fred again.., Genezio, Grey, Hailee Steinfeld, Harshdeep, Kanishk Seth, Kavita Seth, L2B, LANY, Mabel, Morad, Not3s, Pozer, Pritam, Prototype, Rema, Rim'K, Shreya Ghoshal, Take A Daytrip, Tiakola, Young Jonn, YoungBoy Never Broke Again",27,0.6308305555555556
,PLAYLIST,"Adult Alternative, African, Alternative, Coupé-Décalé, Music, Rock","First Aid Kit, Team Paiya",2,0.03698333333333333
,PLAYLIST,"African, Afrobeats, Bollywood, Hip Hop/Rap, Indian, Music, Soundtrack","Hansika Pareek, Playboi Carti, Sachin-Jigar, Som, Vishal Mishra, Young Jonn",3,0.031335
,PLAYLIST,"African, Afrobeats, Dance, K-Pop, Music, Pop","Cherry Bullet, Fireboy DML, Take A Daytrip",2,0.05155638888888889
,PLAYLIST,"African, Afro-Pop, Music, Pop, R&B/Soul, Reggae, Rock","Cris Cab, Deno",2,0.08684638888888889
,PLAYLIST,"African, Afro-Pop, Afrobeats, Bollywood, Dance, France, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Music, Pop, Rap, Soundtrack, World","Asake, Ayo Maff, BNXN, DreamNote, Fimiguerrero, Hansika Pareek, KASYAP, Len, Ninho, Playboi Carti, Sachin-Jigar, Som, Tiakola, Vishal Mishra, YT, Youngveer",10,0.2542594444444444
,PLAYLIST,"African, Coupé-Décalé, Music",Team Paiya,1,0.012449722222222221
,PLAYLIST,"African, Coupé-Décalé, Hip Hop/Rap, Music","4Keus, Team Paiya",2,0.0195525
,PLAYLIST,"Adult Alternative, African, Afro-fusion, Afrobeats, Alternative, Hip Hop/Rap, Music, Pop, Reggae, Rock","BNXN, Burna Boy, Cris Cab, FOLA, First Aid Kit, L2B, Rema, Rim'K",8,0.18549944444444444
,PLAYLIST,"African, Afrobeats, Music","Fireboy DML, Take A Daytrip",1,0.012665277777777777
,PLAYLIST,"African, Afrobeats, Music","Ayo Maff, Lekaa Beats, Zinoleesky",3,0.05089111111111111
,PLAYLIST,"African, Afrobeats, Music","Fireboy DML, Take A Daytrip",1,0.039052222222222224
,PLAYLIST,"African, Afro-Pop, Afro-fusion, Afrobeats, Bollywood, France, Hip Hop/Rap, Indian, Music, Pop, World","AP Dhillon, Arijit Singh, Asake, Ayo Maff, BNXN, Burna Boy, Central Cee, Fireboy DML, Genezio, Harshdeep Kaur, LANY, Ninho, Prototype, Rema, Shoday, Take A Daytrip, Tiakola, YoungBoy Never Broke Again",16,0.6656702777777778
,PLAYLIST,"African, Afro-fusion, Afrobeats, Coupé-Décalé, Music, Pop, Reggae, Rock","Burna Boy, Cris Cab, Lekaa Beats, Team Paiya, Zinoleesky",4,0.10640027777777777
,PLAYLIST,"African, Afrobeats, Music, Pop, Reggae, Rock","Ayo Maff, Cris Cab",2,0.03436277777777778
,PLAYLIST,"African, Afrobeats, Bollywood, Indian, Music, Soundtrack","BNXN, Hansika Pareek, Rema, Sachin-Jigar, Som, Vishal Mishra, Young Jonn",3,0.03654305555555556
,PLAYLIST,"African, Afrobeats, Music",Ayo Maff,1,0.022280277777777777
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake, Jim Legxacy, Kano, Tems",5,0.3663402777777778
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake, Jim Legxacy, Tems",23,0.9921686111111111
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake, Jim Legxacy, Tems",13,0.5765269444444444
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake, Jim Legxacy, Tems",12,0.30180305555555553
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",1,0.03173611111111111
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake, Jim Legxacy, Tems",10,0.5909980555555555
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",1,0.05792055555555556
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",3,0.19130027777777778
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music",Dave,1,0.12456694444444444
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake, Jim Legxacy, Tems",7,0.218845
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",1,0.03895972222222222
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, Jim Legxacy, Tems",4,0.11567
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",1,0.0092225
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",2,0.07145472222222223
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",1,0.03259361111111111
Dave - The Boy Who Played the Harp,ALBUM,"Hip Hop/Rap, Music","Dave, James Blake",2,0.11661444444444445
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.016039444444444443
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music","Ayo Maff, Seyi Vibez",25,1.0058138888888888
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,5,0.2035897222222222
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music","Ayo Maff, Chike",1,0.025404166666666665
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,10,0.30674194444444447
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,7,0.25886944444444443
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,2,0.050709444444444446
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,3,0.12455166666666667
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,2,0.04957472222222222
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,2,0.08525305555555555
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,4,0.16297305555555555
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.012618055555555556
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,5,0.17635944444444446
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,6,0.21866555555555556
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,5,0.17519694444444445
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.017002777777777776
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.009772777777777778
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.042354722222222224
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.04184611111111111
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.03593944444444445
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.04203944444444444
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,7,0.28602083333333334
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.012226111111111111
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music",Ayo Maff,1,0.0156725
Ayo Maff - Prince of the Street,ALBUM,"African, Afrobeats, Music","Ayo Maff, Chike",4,0.15659777777777778
Rah,PLAYLIST,"Dance, Electronic, Music, Pop","3LAU, Benny Benassi, DJ Snake, Grey, Hailee Steinfeld, Major Lazer, Martin Garrix, Regard, Steve Aoki, The Chainsmokers, Troye Sivan, mazie",8,0.5807488888888889
Rah,PLAYLIST,"Dance, Electronic, Music, Pop","3LAU, Benny Benassi, DJ Snake, Grey, Hailee Steinfeld, Major Lazer, Martin Garrix, Regard, Steve Aoki, The Chainsmokers, Troye Sivan, mazie",9,0.49484805555555555
Rah,PLAYLIST,"Dance, Music, Pop","Grey, Hailee Steinfeld, Regard, Steve Aoki, mazie",2,0.08633166666666667
Rah,PLAYLIST,"Dance, Electronic, Music, Pop","3LAU, Benny Benassi, DJ Snake, Grey, Hailee Steinfeld, Major Lazer, Martin Garrix, Regard, Steve Aoki, The Chainsmokers, Troye Sivan, mazie",11,0.558325
Rah,PLAYLIST,"Alternative, Dance, Electronic, Music, Pop","A R I Z O N A, DJ Snake, Grey, Hailee Steinfeld, Major Lazer, Martin Garrix, Regard, Steve Aoki, The 1975, The Chainsmokers, Troye Sivan, mazie",9,0.5007880555555555
Rah,PLAYLIST,"Alternative, Dance, Electronic, Music, Pop","3LAU, A R I Z O N A, Avicii, Benny Benassi, DJ Snake, Grey, Hailee Steinfeld, Major Lazer, Regard, Steve Aoki, The 1975, The Chainsmokers, mazie",14,0.7448555555555556
Rah,PLAYLIST,"Alternative, Dance, Electronic, Music","3LAU, Martin Garrix, The 1975, Troye Sivan",3,0.14376416666666667
Rah,PLAYLIST,"Alternative, Music",The 1975,1,0.019864444444444445
Rah,PLAYLIST,"Dance, Music","Martin Garrix, Troye Sivan",1,0.061684722222222224
Rah,PLAYLIST,"Alternative, Music",The 1975,1,0.029808055555555556
Rah,PLAYLIST,"Alternative, Music",The 1975,1,0.013724722222222221
Bruhhhh,PLAYLIST,"African, Afro-Pop, Afro-fusion, Afrobeats, Amapiano, Contemporary R&B, Dance, Dubstep, Electronic, Hip Hop/Rap, Hip-Hop, Music, Pop, R&B/Soul, Rap","Asake, Blxst, Burna Boy, Clara Mae, Dabin, Ebenezer, Fimiguerrero, Kennyon Brown, Lancey Foux, Master KG, Omah Lay, Said The Sky, Tiakola, Wanitwa Mos, YT, Young Eman, Zaylevelten",17,0.6184372222222222
Bruhhhh,PLAYLIST,"African, Afro-Pop, Afro-fusion, Afrobeats, Amapiano, Dance, Hip Hop/Rap, Music, Pop, Rap","Asake, Burna Boy, Fimiguerrero, Lancey Foux, Master KG, Omah Lay, Tiakola, Wanitwa Mos, YT, Zaylevelten",9,0.2946838888888889
