Artist,msPlayed,Duration_Minutes
TRUSTcompany,2551,0.04251666666666667
TV Girl,432799,7.213316666666667
TV On The Radio,486944,8.115733333333333
Tal Bachman,1012,0.016866666666666665
Talking Heads,779,0.012983333333333333
Tame Impala,95488,1.5914666666666666
Taproot,1505,0.025083333333333332
Tears For Fears,875382,14.5897
Ted Nugent,637702,10.628366666666667
Teen Mortgage,429838,7.163966666666667
Temple Of The Dog,183552,3.0592
Ten Years After,1517601,25.29335
Tenacious D,850,0.014166666666666666
TesseracT,18859512,314.3252
Textures,857314,14.288566666666666
Thank You Scientist,115376,1.9229333333333334
The Acacia Strain,245484,4.0914
The All-American Rejects,5234,0.08723333333333333
The Amazons,208474,3.4745666666666666
The Amity Affliction,5457,0.09095
The Animals,3954,0.0659
The Apex Theory,623967,10.39945
The Arcs,3417,0.05695
The Backseat Lovers,8495066,141.58443333333332
The Beach Boys,1610,0.026833333333333334
The Beta Machine,247265,4.121083333333333
The Black Crowes,3169,0.052816666666666665
The Black Keys,8683331,144.72218333333333
The Black Ravines,851267,14.187783333333334
The Bravery,1820,0.030333333333333334
The Browning,317076,5.2846
The Cars,895,0.014916666666666667
The Chordettes,860,0.014333333333333333
The Contortionist,789720,13.162
The Crystal Method,1001,0.016683333333333335
The Cult,11675,0.19458333333333333
The Cure,414267,6.90445
The Darkness,1786,0.029766666666666667
The Dead Weather,215093,3.5848833333333334
The Devil Wears Prada,3867,0.06445
The Dillinger Escape Plan,840857,14.014283333333333
The Doobie Brothers,1032936,17.2156
The Doors,1972229,32.87048333333333
The Family Rain,132480,2.208
The Fearless Flyers,304212,5.0702
The Flys,1588,0.026466666666666666
The Foundations,13158,0.2193
The Fratellis,788962,13.149366666666667
The Fray,7189,0.11981666666666667
The Ghost Inside,911172,15.1862
The Goo Goo Dolls,295273,4.921216666666667
The Good Son,191013,3.18355
The Great Machine,234434,3.907233333333333
The Growlers,235692,3.9282
The Heavy,1712,0.028533333333333334
The Hollies,385091,6.418183333333333
The Home Team,34568,0.5761333333333334
The Human Abstract,221494,3.6915666666666667
The Jackson 5,1119,0.01865
The Kilans,525900,8.765
The Killers,338139,5.63565
The Kooks,735,0.01225
The Last Shadow Puppets,540,0.009
The Mamas & The Papas,155109,2.58515
The Mars Volta,265181,4.419683333333333
The Marshall Tucker Band,365106,6.0851
The Mayan Factor,933,0.01555
The Messenger Birds,10667,0.17778333333333332
The Neighbourhood,502376,8.372933333333334
The Offspring,5594,0.09323333333333333
The Parlor Mob,1939,0.03231666666666667
The Pineapple Thief,656,0.010933333333333333
The Police,2154,0.0359
The Postal Service,347627,5.793783333333334
The Presidents Of The United States Of America,4825,0.08041666666666666
The Raconteurs,5241,0.08735
The Rare Occasions,199168,3.3194666666666666
The Red Jumpsuit Apparatus,1242,0.0207
The Reytons,178705,2.9784166666666665
The Righteous Brothers,1860,0.031
The Rolling Stones,1331897,22.198283333333332
The Ronettes,1224,0.0204
The Script,261426,4.3571
The Smashing Pumpkins,501862,8.364366666666667
The Smiths,1298656,21.644266666666667
The Spinners,68336,1.1389333333333334
The St Pierre Snake Invasion,197610,3.2935
The Stone Foxes,199609,3.3268166666666668
The Strokes,3287042,54.78403333333333
The Strypes,226837,3.7806166666666665
The Stubs,152508,2.5418
The Tazers,3440,0.05733333333333333
The Technicolors,2640508,44.00846666666666
The Temptations,158139,2.63565
The Used,2538,0.0423
The Valdons,251466,4.1911
The Verve,3398,0.056633333333333334
The Vines,10567956,176.1326
The Wallflowers,7837,0.13061666666666666
The White Buffalo,1984,0.03306666666666667
The White Stripes,54886,0.9147666666666666
The Whitest Boy Alive,575222,9.587033333333334
The Who,24547,0.4091166666666667
The Winery Dogs,444,0.0074
The Wombats,417,0.00695
The Word Alive,1205,0.020083333333333335
The Zombies,155040,2.584
Thee Sacred Souls,2038287,33.97145
Them Crooked Vultures,2049707,34.16178333333333
Third Eye Blind,34967,0.5827833333333333
Thirty Seconds To Mars,11346,0.1891
Thornhill,7124577,118.74295
Thousand Leaves,689919,11.49865
Three Days Grace,274549,4.575816666666666
Thrice,234815,3.9135833333333334
Thundercat,1046877,17.44795
Tia Gordon,200000,3.3333333333333335
TieBreak,161000,2.683333333333333
"Time, The Valuator",1281,0.02135
Times Of Grace,8418,0.1403
Tiësto,172252,2.8708666666666667
Toadies,6202,0.10336666666666666
Tom Misch,303439,5.057316666666667
Tom Petty,123203,2.053383333333333
Tom Petty and the Heartbreakers,7224,0.1204
Tommy Saint,227561,3.792683333333333
Tonic,9151,0.15251666666666666
Toothgrinder,11130,0.1855
Train,259933,4.332216666666667
Trapt,4799,0.07998333333333334
Tremonti,7104,0.1184
Triosphere,1279,0.021316666666666668
Trip Cigs,165651,2.76085
Trivium,1281,0.02135
Turnstile,398004,6.6334
Twelve Foot Ninja,276047,4.600783333333333
Twenty One Pilots,18275,0.3045833333333333
Two Door Cinema Club,352749,5.87915
Tyler Bryant & the Shakedown,30992,0.5165333333333333
"Tyler, The Creator",77573,1.2928833333333334
Type O Negative,7299,0.12165
Týr,991,0.016516666666666666
UFO,1057203,17.62005
UGHH,108001,1.8000166666666666
Underoath,353501,5.891683333333333
Unearth,2974,0.04956666666666667
Unleash The Archers,12629976,210.4996
Unprocessed,3587,0.059783333333333334
VELVETTICA,1214641,20.244016666666667
VOLA,2586312,43.1052
Vacations,465660,7.761
Van Halen,527127,8.78545
Vanilla Fudge,812,0.013533333333333333
Varials,32,0.0005333333333333334
Variety Lab,202480,3.3746666666666667
Vast,4000,0.06666666666666667
Veil Of Maya,682671,11.37785
Velvet Revolver,1237647,20.62745
Vertical Horizon,4051,0.06751666666666667
Veruca Salt,1051,0.017516666666666666
Vision Divine,518,0.008633333333333333
Volumes,450558,7.5093
Vulkan,1465611,24.42685
Vundabar,135500,2.2583333333333333
WWE,361952,6.032533333333333
Wage War,453105,7.55175
War,2057,0.03428333333333333
Wax Tailor,508534,8.475566666666667
Wayne Newton,1033,0.01721666666666667
We Are The Ocean,1618,0.026966666666666667
Weep Wave,831,0.01385
Weezer,270271,4.5045166666666665
Wheel,240898,4.014966666666667
While She Sleeps,1076181,17.93635
Whiskey Shivers,190906,3.181766666666667
White Zombie,211622,3.5270333333333332
Whitesnake,7440,0.124
William DeVaughn,825138,13.7523
William DuVall,1747,0.029116666666666666
Wintersun,4079,0.06798333333333334
Wolfmother,0,0.0
Wunderhorse,188225,3.1370833333333334
Yeah Yeah Yeahs,276212,4.603533333333333
Yellowcard,583,0.009716666666666667
Yes,5046,0.0841
Yogi Lang,254986,4.249766666666667
Young the Giant,1001358,16.6893
Yuko Rade,75407,1.2567833333333334
Yuri Petrovski,717,0.01195
ZZ Top,19282,0.3213666666666667
Zakk Wylde,1178,0.019633333333333332
Zeal & Ardor,1134777,18.91295
Zip-Tie Handcuffs,26046902,434.1150333333333
alt-J,402213,6.70355
anaiis,251824,4.197066666666666
benches,212921,3.5486833333333334
blink-182,5112,0.0852
bôa,3110,0.051833333333333335
city dog,297879,4.96465
coldrain,796541,13.275683333333333
mogul,223786,3.7297666666666665
monotypes.,2819318,46.98863333333333
moondoggy,235373,3.9228833333333335
shy ink,14371,0.23951666666666666
vbnd,272149,4.535816666666666
✝✝✝ (Crosses),77618,1.2936333333333334
